RxCUI,TTY,Name,Branded Name,Dose Form,USP Category,USP Class,USP Pharmacotherapeutic Group
1483739,SBD,DEXTROMETHORPHAN HYDROBROMIDE 1.5 MG/ML ORAL SOLUTION [TRIAMINIC LONG ACTING COUGH],TRIAMINIC LONG ACTING COUGH,ORAL SOLUTION,Respiratory Tract/Pulmonary Agents,Antitussive,
1536157,SBD,DEXTROMETHORPHAN HYDROBROMIDE 2.5 MG/ML ORAL SUSPENSION [BUCKLEY'S COUGH SUPPRESSANT],BUCKLEY'S COUGH SUPPRESSANT,ORAL SUSPENSION,Respiratory Tract/Pulmonary Agents,Antitussive,
1190814,SBD,DEXTROMETHORPHAN HYDROBROMIDE 4 MG/ML ORAL SOLUTION [ENTEX S],ENTEX S,ORAL SOLUTION,Respiratory Tract/Pulmonary Agents,Antitussive,
1370219,SCD,DEXTROMETHORPHAN HYDROBROMIDE 5 MG ORAL LOZENGE,,ORAL LOZENGE,Respiratory Tract/Pulmonary Agents,Antitussive,
1596947,SBD,DEXTROMETHORPHAN HYDROBROMIDE 6 MG/ACTUAT ORAL SPRAY [ZICAM COUGH],ZICAM COUGH,ORAL SPRAY,Respiratory Tract/Pulmonary Agents,Antitussive,
1437718,SCD,DEXTROMETHORPHAN HYDROBROMIDE 7.5 MG CHEWABLE TABLET,,CHEWABLE TABLET,Respiratory Tract/Pulmonary Agents,Antitussive,
1440915,SBD,DEXTROMETHORPHAN HYDROBROMIDE 7.5 MG DISINTEGRATING ORAL TABLET [WAL-TUSSIN CHILDREN'S COUGH RELIEF],WAL-TUSSIN CHILDREN'S COUGH RELIEF,DISINTEGRATING ORAL TABLET,Respiratory Tract/Pulmonary Agents,Antitussive,
636574,SCD,GUAIFENESIN 10 MG/ML ORAL SOLUTION,,ORAL SOLUTION,Respiratory Tract/Pulmonary Agents,Antitussive,
866449,SCD,GUAIFENESIN 100 MG CHEWABLE TABLET,,CHEWABLE TABLET,Respiratory Tract/Pulmonary Agents,Antitussive,
647407,SCD,GUAIFENESIN 100 MG ORAL GRANULES,,ORAL GRANULES,Respiratory Tract/Pulmonary Agents,Antitussive,
1086865,SBD,GUAIFENESIN 200 MG ORAL TABLET [REFENESEN],REFENESEN,ORAL TABLET,Respiratory Tract/Pulmonary Agents,Antitussive,
310625,SCD,GUAIFENESIN 40 MG/ML ORAL SOLUTION,,ORAL SOLUTION,Respiratory Tract/Pulmonary Agents,Antitussive,
705757,SBD,GUAIFENESIN 400 MG ORAL TABLET [ALLFEN JR],ALLFEN JR,ORAL TABLET,Respiratory Tract/Pulmonary Agents,Antitussive,
701361,SBD,GUAIFENESIN 400 MG ORAL TABLET [LIQUIBID],LIQUIBID,ORAL TABLET,Respiratory Tract/Pulmonary Agents,Antitussive,
836368,SBD,200 ACTUAT IPRATROPIUM BROMIDE 0.017 MG/ACTUAT METERED DOSE INHALER [ATROVENT],ATROVENT,METERED DOSE INHALER,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Anticholinergic",
1667886,SBD,28 ACTUAT TIOTROPIUM 0.00125 MG/ACTUAT METERED DOSE INHALER [SPIRIVA],SPIRIVA,METERED DOSE INHALER,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Anticholinergic",
1552009,SBD,28 ACTUAT TIOTROPIUM 0.0025 MG/ACTUAT METERED DOSE INHALER [SPIRIVA],SPIRIVA,METERED DOSE INHALER,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Anticholinergic",
1607112,SBD,30 ACTUAT ACLIDINIUM BROMIDE 0.4 MG/ACTUAT DRY POWDER INHALER [TUDORZA],TUDORZA,DRY POWDER INHALER,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Anticholinergic",
1539885,SBD,30 ACTUAT UMECLIDINIUM 0.0625 MG/ACTUAT DRY POWDER INHALER [INCRUSE],INCRUSE,DRY POWDER INHALER,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Anticholinergic",
1303107,SBD,60 ACTUAT ACLIDINIUM BROMIDE 0.4 MG/ACTUAT DRY POWDER INHALER [TUDORZA],TUDORZA,DRY POWDER INHALER,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Anticholinergic",
1667882,SBD,60 ACTUAT TIOTROPIUM 0.00125 MG/ACTUAT METERED DOSE INHALER [SPIRIVA],SPIRIVA,METERED DOSE INHALER,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Anticholinergic",
1552004,SBD,60 ACTUAT TIOTROPIUM 0.0025 MG/ACTUAT METERED DOSE INHALER [SPIRIVA],SPIRIVA,METERED DOSE INHALER,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Anticholinergic",
1596445,SBD,7 ACTUAT UMECLIDINIUM 0.0625 MG/ACTUAT DRY POWDER INHALER [INCRUSE],INCRUSE,DRY POWDER INHALER,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Anticholinergic",
1721308,SBD,GLYCOPYRROLATE 0.0156 MG INHALANT POWDER [SEEBRI],SEEBRI,INHALANT POWDER,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Anticholinergic",
1992571,SBD,GLYCOPYRROLATE 0.025 MG/ML INHALANT SOLUTION [LONHALA],LONHALA,INHALANT SOLUTION,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Anticholinergic",
1797833,SCD,IPRATROPIUM BROMIDE 0.021 MG/ACTUAT METERED DOSE NASAL SPRAY,,METERED DOSE NASAL SPRAY,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Anticholinergic",
1797835,SBD,IPRATROPIUM BROMIDE 0.021 MG/ACTUAT METERED DOSE NASAL SPRAY [ATROVENT],ATROVENT,METERED DOSE NASAL SPRAY,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Anticholinergic",
1797844,SCD,IPRATROPIUM BROMIDE 0.042 MG/ACTUAT METERED DOSE NASAL SPRAY,,METERED DOSE NASAL SPRAY,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Anticholinergic",
1797845,SBD,IPRATROPIUM BROMIDE 0.042 MG/ACTUAT METERED DOSE NASAL SPRAY [ATROVENT],ATROVENT,METERED DOSE NASAL SPRAY,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Anticholinergic",
836358,SCD,IPRATROPIUM BROMIDE 0.2 MG/ML INHALANT SOLUTION,,INHALANT SOLUTION,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Anticholinergic",
580261,SBD,TIOTROPIUM 0.018 MG INHALANT POWDER [SPIRIVA],SPIRIVA,INHALANT POWDER,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Anticholinergic",
1989117,SBD,0.3 ML EPINEPHRINE 1 MG/ML PREFILLED SYRINGE [SYMJEPI],SYMJEPI,PREFILLED SYRINGE,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
1660014,SCD,1 ML EPINEPHRINE 1 MG/ML INJECTION,,INJECTION,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
1660016,SBD,1 ML EPINEPHRINE 1 MG/ML INJECTION [ADRENALIN],ADRENALIN,INJECTION,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
857635,SCD,1 ML TERBUTALINE SULFATE 1 MG/ML INJECTION,,INJECTION,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
727373,SCD,10 ML EPINEPHRINE 0.1 MG/ML PREFILLED SYRINGE,,PREFILLED SYRINGE,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
359144,SCD,12 HR ALBUTEROL 4 MG EXTENDED RELEASE ORAL TABLET,,EXTENDED RELEASE ORAL TABLET,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
901483,SBD,12 HR ALBUTEROL 4 MG EXTENDED RELEASE ORAL TABLET [VOSPIRE],VOSPIRE,EXTENDED RELEASE ORAL TABLET,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
359145,SCD,12 HR ALBUTEROL 8 MG EXTENDED RELEASE ORAL TABLET,,EXTENDED RELEASE ORAL TABLET,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
901484,SBD,12 HR ALBUTEROL 8 MG EXTENDED RELEASE ORAL TABLET [VOSPIRE],VOSPIRE,EXTENDED RELEASE ORAL TABLET,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
1649961,SBD,200 ACTUAT ALBUTEROL 0.09 MG/ACTUAT DRY POWDER INHALER [PROAIR],PROAIR,DRY POWDER INHALER,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
745679,SCD,200 ACTUAT ALBUTEROL 0.09 MG/ACTUAT METERED DOSE INHALER,,METERED DOSE INHALER,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
745752,SBD,200 ACTUAT ALBUTEROL 0.09 MG/ACTUAT METERED DOSE INHALER [PROAIR],PROAIR,METERED DOSE INHALER,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
746763,SBD,200 ACTUAT ALBUTEROL 0.09 MG/ACTUAT METERED DOSE INHALER [PROVENTIL],PROVENTIL,METERED DOSE INHALER,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
859088,SBD,200 ACTUAT ALBUTEROL 0.09 MG/ACTUAT METERED DOSE INHALER [VENTOLIN],VENTOLIN,METERED DOSE INHALER,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
745791,SCD,200 ACTUAT LEVALBUTEROL 0.045 MG/ACTUAT METERED DOSE INHALER,,METERED DOSE INHALER,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
746466,SBD,200 ACTUAT LEVALBUTEROL 0.045 MG/ACTUAT METERED DOSE INHALER [XOPENEX],XOPENEX,METERED DOSE INHALER,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
883806,SCD,270 ACTUAT EPINEPHRINE 0.22 MG/ACTUAT METERED DOSE INHALER,,METERED DOSE INHALER,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
1546079,SBD,28 ACTUAT OLODATEROL 0.0025 MG/ACTUAT METERED DOSE INHALER [STRIVERDI],STRIVERDI,METERED DOSE INHALER,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
866047,SBD,28 ACTUAT SALMETEROL 0.05 MG/ACTUAT DRY POWDER INHALER [SEREVENT],SEREVENT,DRY POWDER INHALER,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
801095,SBD,60 ACTUAT ALBUTEROL 0.09 MG/ACTUAT METERED DOSE INHALER [VENTOLIN],VENTOLIN,METERED DOSE INHALER,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
1546083,SBD,60 ACTUAT OLODATEROL 0.0025 MG/ACTUAT METERED DOSE INHALER [STRIVERDI],STRIVERDI,METERED DOSE INHALER,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
866049,SBD,60 ACTUAT SALMETEROL 0.05 MG/ACTUAT DRY POWDER INHALER [SEREVENT],SEREVENT,DRY POWDER INHALER,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
996233,SBD,80 ACTUAT LEVALBUTEROL 0.045 MG/ACTUAT METERED DOSE INHALER [XOPENEX],XOPENEX,METERED DOSE INHALER,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
351137,SCD,ALBUTEROL 0.21 MG/ML INHALANT SOLUTION,,INHALANT SOLUTION,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
755497,SCD,ALBUTEROL 0.4 MG/ML ORAL SOLUTION,,ORAL SOLUTION,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
351136,SCD,ALBUTEROL 0.417 MG/ML INHALANT SOLUTION,,INHALANT SOLUTION,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
352051,SBD,ALBUTEROL 0.417 MG/ML INHALANT SOLUTION [ACCUNEB],ACCUNEB,INHALANT SOLUTION,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
630208,SCD,ALBUTEROL 0.83 MG/ML INHALANT SOLUTION,,INHALANT SOLUTION,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
245314,SCD,ALBUTEROL 1 MG/ML INHALANT SOLUTION,,INHALANT SOLUTION,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
197316,SCD,ALBUTEROL 2 MG ORAL TABLET,,ORAL TABLET,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
197318,SCD,ALBUTEROL 4 MG ORAL TABLET,,ORAL TABLET,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
695935,SBD,ARFORMOTEROL 0.0075 MG/ML INHALANT SOLUTION [BROVANA],BROVANA,INHALANT SOLUTION,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
310132,SCD,EPINEPHRINE 1 MG/ML INJECTABLE SOLUTION,,INJECTABLE SOLUTION,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
1490057,SBD,EPINEPHRINE 1 MG/ML INJECTABLE SOLUTION [ADRENALIN],ADRENALIN,INJECTABLE SOLUTION,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
313967,SCD,EPINEPHRINE 1 MG/ML NASAL SOLUTION,,NASAL SOLUTION,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
1246321,SBD,FORMOTEROL FUMARATE 0.01 MG/ML INHALANT SOLUTION [PERFOROMIST],PERFOROMIST,INHALANT SOLUTION,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
1246328,SBD,FORMOTEROL FUMARATE 0.012 MG INHALANT POWDER [FORADIL],FORADIL,INHALANT POWDER,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
1114333,SBD,INDACATEROL 0.075 MG INHALANT POWDER [ARCAPTA],ARCAPTA,INHALANT POWDER,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
358992,SCD,LEVALBUTEROL 0.1 MG/ML INHALANT SOLUTION,,INHALANT SOLUTION,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
349590,SCD,LEVALBUTEROL 0.103 MG/ML INHALANT SOLUTION,,INHALANT SOLUTION,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
352132,SBD,LEVALBUTEROL 0.103 MG/ML INHALANT SOLUTION [XOPENEX],XOPENEX,INHALANT SOLUTION,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
311286,SCD,LEVALBUTEROL 0.21 MG/ML INHALANT SOLUTION,,INHALANT SOLUTION,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
261136,SBD,LEVALBUTEROL 0.21 MG/ML INHALANT SOLUTION [XOPENEX],XOPENEX,INHALANT SOLUTION,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
242754,SCD,LEVALBUTEROL 0.417 MG/ML INHALANT SOLUTION,,INHALANT SOLUTION,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
1855389,SCD,LEVALBUTEROL 2.5 MG/ML INHALANT SOLUTION,,INHALANT SOLUTION,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
1855391,SBD,LEVALBUTEROL 2.5 MG/ML INHALANT SOLUTION [XOPENEX],XOPENEX,INHALANT SOLUTION,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
979409,SCD,METAPROTERENOL SULFATE 10 MG ORAL TABLET,,ORAL TABLET,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
979444,SCD,METAPROTERENOL SULFATE 2 MG/ML ORAL SOLUTION,,ORAL SOLUTION,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
979475,SCD,METAPROTERENOL SULFATE 20 MG ORAL TABLET,,ORAL TABLET,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
979489,SCD,METAPROTERENOL SULFATE 4 MG/ML INHALANT SOLUTION,,INHALANT SOLUTION,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
979379,SCD,METAPROTERENOL SULFATE 6 MG/ML INHALANT SOLUTION,,INHALANT SOLUTION,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
727316,SCD,NDA019430 0.3 ML EPINEPHRINE 0.5 MG/ML AUTO-INJECTOR,,AUTO-INJECTOR,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
727386,SBD,NDA019430 0.3 ML EPINEPHRINE 0.5 MG/ML AUTO-INJECTOR [EPIPEN],EPIPEN,AUTO-INJECTOR,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
1870207,SCD,NDA019430 0.3 ML EPINEPHRINE 1 MG/ML AUTO-INJECTOR,,AUTO-INJECTOR,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
727347,SBD,NDA019430 0.3 ML EPINEPHRINE 1 MG/ML AUTO-INJECTOR [EPIPEN],EPIPEN,AUTO-INJECTOR,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
1870225,SCD,NDA020800 0.15 ML EPINEPHRINE 1 MG/ML AUTO-INJECTOR,,AUTO-INJECTOR,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
891437,SBD,NDA020800 0.15 ML EPINEPHRINE 1 MG/ML AUTO-INJECTOR [ADRENACLICK],ADRENACLICK,AUTO-INJECTOR,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
1870230,SCD,NDA020800 0.3 ML EPINEPHRINE 1 MG/ML AUTO-INJECTOR,,AUTO-INJECTOR,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
891438,SBD,NDA020800 0.3 ML EPINEPHRINE 1 MG/ML AUTO-INJECTOR [ADRENACLICK],ADRENACLICK,AUTO-INJECTOR,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
1991329,SBD,NDA201739 0.1 ML EPINEPHRINE 1 MG/ML AUTO-INJECTOR [AUVI-Q],AUVI-Q,AUTO-INJECTOR,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
1305268,SBD,NDA201739 0.15 ML EPINEPHRINE 1 MG/ML AUTO-INJECTOR [AUVI-Q],AUVI-Q,AUTO-INJECTOR,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
1305269,SBD,NDA201739 0.3 ML EPINEPHRINE 1 MG/ML AUTO-INJECTOR [AUVI-Q],AUVI-Q,AUTO-INJECTOR,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
857666,SCD,TERBUTALINE SULFATE 10 MG/ML INHALANT SOLUTION,,INHALANT SOLUTION,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
857677,SCD,TERBUTALINE SULFATE 2.5 MG ORAL TABLET,,ORAL TABLET,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
857668,SCD,TERBUTALINE SULFATE 2.5 MG/ML INHALANT SOLUTION,,INHALANT SOLUTION,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
857683,SCD,TERBUTALINE SULFATE 5 MG ORAL TABLET,,ORAL TABLET,Respiratory Tract/Pulmonary Agents,"Bronchodilators, Sympathomimetic",
1374574,BPCK,{224 (TOBRAMYCIN 28 MG INHALANT POWDER [TOBI]) } PACK [TOBI PODHALER KIT],TOBI,PACK,Respiratory Tract/Pulmonary Agents,Cystic Fibrosis Agents,Inhaled Anti-infectives
1374570,GPCK,{224 (TOBRAMYCIN 28 MG INHALANT POWDER) } PACK,,PACK,Respiratory Tract/Pulmonary Agents,Cystic Fibrosis Agents,Inhaled Anti-infectives
1661560,BPCK,{56 (TOBRAMYCIN 28 MG INHALANT POWDER [TOBI]) } PACK [TOBI PODHALER WEEKLY KIT],TOBI,PACK,Respiratory Tract/Pulmonary Agents,Cystic Fibrosis Agents,Inhaled Anti-infectives
1661559,GPCK,{56 (TOBRAMYCIN 28 MG INHALANT POWDER) } PACK,,PACK,Respiratory Tract/Pulmonary Agents,Cystic Fibrosis Agents,Inhaled Anti-infectives
1661567,BPCK,{8 (TOBRAMYCIN 28 MG INHALANT POWDER [TOBI]) } PACK [TOBI PODHALER DAILY KIT],TOBI,PACK,Respiratory Tract/Pulmonary Agents,Cystic Fibrosis Agents,Inhaled Anti-infectives
1661466,GPCK,{8 (TOBRAMYCIN 28 MG INHALANT POWDER) } PACK,,PACK,Respiratory Tract/Pulmonary Agents,Cystic Fibrosis Agents,Inhaled Anti-infectives
901610,SCD,AZTREONAM 75 MG/ML INHALANT SOLUTION,,INHALANT SOLUTION,Respiratory Tract/Pulmonary Agents,Cystic Fibrosis Agents,Inhaled Anti-infectives
901614,SBD,AZTREONAM 75 MG/ML INHALANT SOLUTION [CAYSTON],CAYSTON,INHALANT SOLUTION,Respiratory Tract/Pulmonary Agents,Cystic Fibrosis Agents,Inhaled Anti-infectives
205532,SBD,DORNASE ALFA 1 MG/ML INHALANT SOLUTION [PULMOZYME],PULMOZYME,INHALANT SOLUTION,Respiratory Tract/Pulmonary Agents,Cystic Fibrosis Agents,"Cystic Fibrosis Agents, Other"
1243052,SBD,IVACAFTOR 150 MG ORAL TABLET [KALYDECO],KALYDECO,ORAL TABLET,Respiratory Tract/Pulmonary Agents,Cystic Fibrosis Agents,
1606866,SBD,IVACAFTOR 50 MG ORAL GRANULES [KALYDECO],KALYDECO,ORAL GRANULES,Respiratory Tract/Pulmonary Agents,Cystic Fibrosis Agents,
1606870,SBD,IVACAFTOR 75 MG ORAL GRANULES [KALYDECO],KALYDECO,ORAL GRANULES,Respiratory Tract/Pulmonary Agents,Cystic Fibrosis Agents,
1374573,SBD,TOBRAMYCIN 28 MG INHALANT POWDER [TOBI],TOBI,INHALANT POWDER,Respiratory Tract/Pulmonary Agents,Cystic Fibrosis Agents,Inhaled Anti-infectives
348719,SCD,TOBRAMYCIN 60 MG/ML INHALANT SOLUTION,,INHALANT SOLUTION,Respiratory Tract/Pulmonary Agents,Cystic Fibrosis Agents,Inhaled Anti-infectives
1596030,SBD,TOBRAMYCIN 60 MG/ML INHALANT SOLUTION [KITABIS],KITABIS,INHALANT SOLUTION,Respiratory Tract/Pulmonary Agents,Cystic Fibrosis Agents,Inhaled Anti-infectives
213194,SBD,TOBRAMYCIN 60 MG/ML INHALANT SOLUTION [TOBI],TOBI,INHALANT SOLUTION,Respiratory Tract/Pulmonary Agents,Cystic Fibrosis Agents,Inhaled Anti-infectives
1314768,SBD,TOBRAMYCIN 75 MG/ML INHALANT SOLUTION [BETHKIS],BETHKIS,INHALANT SOLUTION,Respiratory Tract/Pulmonary Agents,Cystic Fibrosis Agents,Inhaled Anti-infectives
1367231,SCD,12 HR PSEUDOEPHEDRINE HYDROCHLORIDE 120 MG EXTENDED RELEASE ORAL CAPSULE,,EXTENDED RELEASE ORAL CAPSULE,Respiratory Tract/Pulmonary Agents,Decongestant,
1111822,SBD,12 HR PSEUDOEPHEDRINE HYDROCHLORIDE 120 MG EXTENDED RELEASE ORAL TABLET [CONTAC COLD],CONTAC COLD,EXTENDED RELEASE ORAL TABLET,Respiratory Tract/Pulmonary Agents,Decongestant,
1235505,SCD,12 HR PSEUDOEPHEDRINE SULFATE 120 MG EXTENDED RELEASE ORAL TABLET,,EXTENDED RELEASE ORAL TABLET,Respiratory Tract/Pulmonary Agents,Decongestant,
1049670,SCD,24 HR PSEUDOEPHEDRINE HYDROCHLORIDE 240 MG EXTENDED RELEASE ORAL TABLET,,EXTENDED RELEASE ORAL TABLET,Respiratory Tract/Pulmonary Agents,Decongestant,
705164,SCD,PHENYLEPHRINE 10 MG ORAL STRIP,,ORAL STRIP,Respiratory Tract/Pulmonary Agents,Decongestant,
702285,SBD,PHENYLEPHRINE HYDROCHLORIDE 0.5 MG/ML ORAL SOLUTION [PEDIACARE DECONGESTANT],PEDIACARE DECONGESTANT,ORAL SOLUTION,Respiratory Tract/Pulmonary Agents,Decongestant,
1363786,SCD,PHENYLEPHRINE HYDROCHLORIDE 10 MG DISINTEGRATING ORAL TABLET,,DISINTEGRATING ORAL TABLET,Respiratory Tract/Pulmonary Agents,Decongestant,
1299141,SBD,PHENYLEPHRINE HYDROCHLORIDE 2.5 MG/ML NASAL SPRAY [RHINALL],RHINALL,NASAL SPRAY,Respiratory Tract/Pulmonary Agents,Decongestant,
1299137,SBD,PHENYLEPHRINE HYDROCHLORIDE 5 MG/ML NASAL SPRAY [AFRIN NASAL],AFRIN NASAL,NASAL SPRAY,Respiratory Tract/Pulmonary Agents,Decongestant,
1251022,SBD,PHENYLEPHRINE HYDROCHLORIDE 5 MG/ML NASAL SPRAY [SINEX],SINEX,NASAL SPRAY,Respiratory Tract/Pulmonary Agents,Decongestant,
1367228,SCD,PSEUDOEPHEDRINE HYDROCHLORIDE 120 MG ORAL TABLET,,ORAL TABLET,Respiratory Tract/Pulmonary Agents,Decongestant,
1049517,SBD,PSEUDOEPHEDRINE HYDROCHLORIDE 30 MG ORAL TABLET [GENAPHED],GENAPHED,ORAL TABLET,Respiratory Tract/Pulmonary Agents,Decongestant,
1049777,SCD,PSEUDOEPHEDRINE HYDROCHLORIDE 9.38 MG/ML ORAL SOLUTION,,ORAL SOLUTION,Respiratory Tract/Pulmonary Agents,Decongestant,
1232714,SBD,TETRAHYDROZOLINE HYDROCHLORIDE 0.5 MG/ML NASAL SOLUTION [TYZINE],TYZINE,NASAL SOLUTION,Respiratory Tract/Pulmonary Agents,Decongestant,
1232718,SBD,TETRAHYDROZOLINE HYDROCHLORIDE 1 MG/ML NASAL SOLUTION [TYZINE],TYZINE,NASAL SOLUTION,Respiratory Tract/Pulmonary Agents,Decongestant,
1232720,SBD,TETRAHYDROZOLINE HYDROCHLORIDE 1 MG/ML NASAL SPRAY [TYZINE],TYZINE,NASAL SPRAY,Respiratory Tract/Pulmonary Agents,Decongestant,
831246,SCD,CROMOLYN SODIUM 10 MG/ML INHALANT SOLUTION,,INHALANT SOLUTION,Respiratory Tract/Pulmonary Agents,Mast Cell Stabilizers,
1724668,SCD,10 ML AMINOPHYLLINE 25 MG/ML INJECTION,,INJECTION,Respiratory Tract/Pulmonary Agents,"Phosphodiesterase Inhibitors, Airways Disease",
313284,SCD,100 ML THEOPHYLLINE 2 MG/ML INJECTION,,INJECTION,Respiratory Tract/Pulmonary Agents,"Phosphodiesterase Inhibitors, Airways Disease",
434104,SCD,12 HR THEOPHYLLINE 350 MG EXTENDED RELEASE ORAL TABLET,,EXTENDED RELEASE ORAL TABLET,Respiratory Tract/Pulmonary Agents,"Phosphodiesterase Inhibitors, Airways Disease",
1724666,SCD,20 ML AMINOPHYLLINE 25 MG/ML INJECTION,,INJECTION,Respiratory Tract/Pulmonary Agents,"Phosphodiesterase Inhibitors, Airways Disease",
313264,SCD,250 ML THEOPHYLLINE 1.6 MG/ML INJECTION,,INJECTION,Respiratory Tract/Pulmonary Agents,"Phosphodiesterase Inhibitors, Airways Disease",
313285,SCD,250 ML THEOPHYLLINE 3.2 MG/ML INJECTION,,INJECTION,Respiratory Tract/Pulmonary Agents,"Phosphodiesterase Inhibitors, Airways Disease",
313297,SCD,50 ML THEOPHYLLINE 4 MG/ML INJECTION,,INJECTION,Respiratory Tract/Pulmonary Agents,"Phosphodiesterase Inhibitors, Airways Disease",
